2024-03-10 08:05:00,538 INFO    StreamThr :84730 [internal.py:wandb_internal():86] W&B internal server running at pid: 84730, started at: 2024-03-10 08:05:00.537891
2024-03-10 08:05:00,539 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status
2024-03-10 08:05:00,541 INFO    WriterThread:84730 [datastore.py:open_for_write():87] open: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/run-h4upudzh.wandb
2024-03-10 08:05:00,541 DEBUG   SenderThread:84730 [sender.py:send():382] send: header
2024-03-10 08:05:00,560 DEBUG   SenderThread:84730 [sender.py:send():382] send: run
2024-03-10 08:05:00,834 ERROR   SenderThread:84730 [internal_api.py:execute():373] 500 response executing GraphQL.
2024-03-10 08:05:00,834 ERROR   SenderThread:84730 [internal_api.py:execute():374] {"errors":[{"message":"An internal error occurred. Please contact support.","path":["upsertBucket"]}],"data":{"upsertBucket":null}}
2024-03-10 08:05:02,246 INFO    SenderThread:84730 [dir_watcher.py:__init__():211] watching files in: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files
2024-03-10 08:05:02,246 INFO    SenderThread:84730 [sender.py:_start_run_threads():1136] run started: h4upudzh with start time 1710057900.537246
2024-03-10 08:05:02,250 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: check_version
2024-03-10 08:05:02,250 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: check_version
2024-03-10 08:05:02,305 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: run_start
2024-03-10 08:05:02,320 DEBUG   HandlerThread:84730 [system_info.py:__init__():27] System info init
2024-03-10 08:05:02,321 DEBUG   HandlerThread:84730 [system_info.py:__init__():42] System info init done
2024-03-10 08:05:02,321 INFO    HandlerThread:84730 [system_monitor.py:start():194] Starting system monitor
2024-03-10 08:05:02,321 INFO    SystemMonitor:84730 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-10 08:05:02,322 INFO    HandlerThread:84730 [system_monitor.py:probe():214] Collecting system info
2024-03-10 08:05:02,322 INFO    SystemMonitor:84730 [interfaces.py:start():190] Started cpu monitoring
2024-03-10 08:05:02,322 DEBUG   HandlerThread:84730 [system_info.py:probe():151] Probing system
2024-03-10 08:05:02,323 INFO    SystemMonitor:84730 [interfaces.py:start():190] Started disk monitoring
2024-03-10 08:05:02,324 INFO    SystemMonitor:84730 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-10 08:05:02,328 INFO    SystemMonitor:84730 [interfaces.py:start():190] Started memory monitoring
2024-03-10 08:05:02,331 INFO    SystemMonitor:84730 [interfaces.py:start():190] Started network monitoring
2024-03-10 08:05:02,334 DEBUG   HandlerThread:84730 [system_info.py:_probe_git():136] Probing git
2024-03-10 08:05:02,357 DEBUG   HandlerThread:84730 [system_info.py:_probe_git():144] Probing git done
2024-03-10 08:05:02,357 DEBUG   HandlerThread:84730 [system_info.py:probe():199] Probing system done
2024-03-10 08:05:02,357 DEBUG   HandlerThread:84730 [system_monitor.py:probe():223] {'os': 'macOS-14.2-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-10T08:05:02.323979', 'startedAt': '2024-03-10T08:05:00.532634', 'docker': None, 'cuda': None, 'args': ('--client_number=US Center', '--config_file=config.json'), 'state': 'running', 'program': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/client.py', 'codePathLocal': 'client.py', 'codePath': 'Model_training/9_clusters/client.py', 'git': {'remote': 'https://github.com/Yunbo-max/PFL_Optimiozation.git', 'commit': '406fded0406405b436908435d22a52c9b01b0299'}, 'email': '82950147+Yunbo-max@users.noreply.github.com', 'root': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation', 'host': 'dhcp-10-249-98-185.eduroam.wireless.private.cam.ac.uk', 'username': 'yunbo', 'executable': '/Users/yunbo/anaconda3/envs/basic/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 158.08110809326172}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-10 08:05:02,357 INFO    HandlerThread:84730 [system_monitor.py:probe():224] Finished collecting system info
2024-03-10 08:05:02,357 INFO    HandlerThread:84730 [system_monitor.py:probe():227] Publishing system info
2024-03-10 08:05:02,357 DEBUG   HandlerThread:84730 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-10 08:05:03,256 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/conda-environment.yaml
2024-03-10 08:05:07,779 DEBUG   HandlerThread:84730 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-10 08:05:07,779 INFO    HandlerThread:84730 [system_monitor.py:probe():229] Finished publishing system info
2024-03-10 08:05:07,785 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:07,785 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: keepalive
2024-03-10 08:05:07,786 DEBUG   SenderThread:84730 [sender.py:send():382] send: files
2024-03-10 08:05:07,786 INFO    SenderThread:84730 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-10 08:05:07,791 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: python_packages
2024-03-10 08:05:07,792 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 08:05:07,792 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 08:05:07,792 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: python_packages
2024-03-10 08:05:07,793 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: stop_status
2024-03-10 08:05:07,991 DEBUG   SenderThread:84730 [sender.py:send():382] send: telemetry
2024-03-10 08:05:08,269 INFO    wandb-upload_0:84730 [upload_job.py:push():131] Uploaded file /var/folders/_y/0xw7_0ss0s3f4kfhj9xl96zw0000gn/T/tmpwmy9tc89wandb/dnpgk1pt-wandb-metadata.json
2024-03-10 08:05:08,279 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/conda-environment.yaml
2024-03-10 08:05:08,279 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/output.log
2024-03-10 08:05:08,279 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/requirements.txt
2024-03-10 08:05:08,279 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/wandb-metadata.json
2024-03-10 08:05:10,288 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/output.log
2024-03-10 08:05:12,006 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:17,031 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:22,051 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:22,797 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 08:05:22,800 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 08:05:22,801 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: stop_status
2024-03-10 08:05:28,021 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:33,040 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:33,374 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/config.yaml
2024-03-10 08:05:37,799 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 08:05:37,800 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 08:05:37,802 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: stop_status
2024-03-10 08:05:38,971 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:43,991 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:49,013 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:52,800 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 08:05:52,800 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 08:05:52,800 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: stop_status
2024-03-10 08:05:54,972 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:05:59,993 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:02,334 DEBUG   SystemMonitor:84730 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-10 08:06:02,338 DEBUG   SenderThread:84730 [sender.py:send():382] send: telemetry
2024-03-10 08:06:02,338 DEBUG   SenderThread:84730 [sender.py:send():382] send: stats
2024-03-10 08:06:05,354 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:06,503 INFO    Thread-13 :84730 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/9_clusters/wandb/run-20240310_080500-h4upudzh/files/config.yaml
2024-03-10 08:06:07,802 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 08:06:07,804 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 08:06:07,804 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: stop_status
2024-03-10 08:06:10,975 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:15,995 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:21,006 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:22,807 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 08:06:22,808 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 08:06:22,809 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: stop_status
2024-03-10 08:06:26,035 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:31,052 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:32,343 DEBUG   SenderThread:84730 [sender.py:send():382] send: stats
2024-03-10 08:06:36,362 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:37,810 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 08:06:37,810 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 08:06:37,811 DEBUG   SenderThread:84730 [sender.py:send_request():409] send_request: stop_status
2024-03-10 08:06:41,965 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:46,980 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 08:06:51,995 DEBUG   HandlerThread:84730 [handler.py:handle_request():146] handle_request: status_report
