2024-03-09 09:01:51,600 INFO    StreamThr :7241 [internal.py:wandb_internal():86] W&B internal server running at pid: 7241, started at: 2024-03-09 09:01:51.600122
2024-03-09 09:01:51,601 DEBUG   HandlerThread:7241 [handler.py:handle_request():146] handle_request: status
2024-03-09 09:01:51,604 INFO    WriterThread:7241 [datastore.py:open_for_write():87] open: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/wandb/run-20240309_090151-up2lkkr6/run-up2lkkr6.wandb
2024-03-09 09:01:51,604 DEBUG   SenderThread:7241 [sender.py:send():382] send: header
2024-03-09 09:01:51,621 DEBUG   SenderThread:7241 [sender.py:send():382] send: run
2024-03-09 09:01:51,981 INFO    SenderThread:7241 [dir_watcher.py:__init__():211] watching files in: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/wandb/run-20240309_090151-up2lkkr6/files
2024-03-09 09:01:51,981 INFO    SenderThread:7241 [sender.py:_start_run_threads():1136] run started: up2lkkr6 with start time 1709974911.59969
2024-03-09 09:01:51,987 DEBUG   HandlerThread:7241 [handler.py:handle_request():146] handle_request: check_version
2024-03-09 09:01:51,987 DEBUG   SenderThread:7241 [sender.py:send_request():409] send_request: check_version
2024-03-09 09:01:52,046 DEBUG   HandlerThread:7241 [handler.py:handle_request():146] handle_request: run_start
2024-03-09 09:01:52,052 DEBUG   HandlerThread:7241 [system_info.py:__init__():27] System info init
2024-03-09 09:01:52,052 DEBUG   HandlerThread:7241 [system_info.py:__init__():42] System info init done
2024-03-09 09:01:52,052 INFO    HandlerThread:7241 [system_monitor.py:start():194] Starting system monitor
2024-03-09 09:01:52,052 INFO    SystemMonitor:7241 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-09 09:01:52,052 INFO    HandlerThread:7241 [system_monitor.py:probe():214] Collecting system info
2024-03-09 09:01:52,052 DEBUG   HandlerThread:7241 [system_info.py:probe():151] Probing system
2024-03-09 09:01:52,053 INFO    SystemMonitor:7241 [interfaces.py:start():190] Started cpu monitoring
2024-03-09 09:01:52,053 INFO    SystemMonitor:7241 [interfaces.py:start():190] Started disk monitoring
2024-03-09 09:01:52,057 INFO    SystemMonitor:7241 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-09 09:01:52,058 INFO    SystemMonitor:7241 [interfaces.py:start():190] Started memory monitoring
2024-03-09 09:01:52,059 INFO    SystemMonitor:7241 [interfaces.py:start():190] Started network monitoring
2024-03-09 09:01:52,063 DEBUG   HandlerThread:7241 [system_info.py:_probe_git():136] Probing git
2024-03-09 09:01:52,098 DEBUG   HandlerThread:7241 [system_info.py:_probe_git():144] Probing git done
2024-03-09 09:01:52,098 DEBUG   HandlerThread:7241 [system_info.py:probe():199] Probing system done
2024-03-09 09:01:52,098 DEBUG   HandlerThread:7241 [system_monitor.py:probe():223] {'os': 'macOS-14.2-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-09T09:01:52.053073', 'startedAt': '2024-03-09T09:01:51.595044', 'docker': None, 'cuda': None, 'args': ('--client_number=1', '--config_file=config.json'), 'state': 'running', 'program': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/client_test.py', 'codePathLocal': 'client_test.py', 'codePath': 'Model_training/client_test.py', 'git': {'remote': 'https://github.com/Yunbo-max/PFL_Optimiozation.git', 'commit': '406fded0406405b436908435d22a52c9b01b0299'}, 'email': '82950147+Yunbo-max@users.noreply.github.com', 'root': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation', 'host': 'dhcp-10-249-98-76.eduroam.wireless.private.cam.ac.uk', 'username': 'yunbo', 'executable': '/Users/yunbo/anaconda3/envs/basic/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 157.31988906860352}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-09 09:01:52,098 INFO    HandlerThread:7241 [system_monitor.py:probe():224] Finished collecting system info
2024-03-09 09:01:52,098 INFO    HandlerThread:7241 [system_monitor.py:probe():227] Publishing system info
2024-03-09 09:01:52,098 DEBUG   HandlerThread:7241 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-09 09:01:52,985 INFO    Thread-13 :7241 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/wandb/run-20240309_090151-up2lkkr6/files/conda-environment.yaml
2024-03-09 09:01:57,562 DEBUG   HandlerThread:7241 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-09 09:01:57,562 INFO    HandlerThread:7241 [system_monitor.py:probe():229] Finished publishing system info
2024-03-09 09:01:57,568 DEBUG   HandlerThread:7241 [handler.py:handle_request():146] handle_request: status_report
2024-03-09 09:01:57,568 DEBUG   HandlerThread:7241 [handler.py:handle_request():146] handle_request: keepalive
2024-03-09 09:01:57,568 DEBUG   SenderThread:7241 [sender.py:send():382] send: files
