2024-03-10 07:31:47,852 INFO    StreamThr :77250 [internal.py:wandb_internal():86] W&B internal server running at pid: 77250, started at: 2024-03-10 07:31:47.852631
2024-03-10 07:31:47,853 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: status
2024-03-10 07:31:47,855 INFO    WriterThread:77250 [datastore.py:open_for_write():87] open: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/run-o0lj2kiv.wandb
2024-03-10 07:31:47,855 DEBUG   SenderThread:77250 [sender.py:send():382] send: header
2024-03-10 07:31:47,871 DEBUG   SenderThread:77250 [sender.py:send():382] send: run
2024-03-10 07:31:48,147 ERROR   SenderThread:77250 [internal_api.py:execute():373] 500 response executing GraphQL.
2024-03-10 07:31:48,147 ERROR   SenderThread:77250 [internal_api.py:execute():374] {"errors":[{"message":"An internal error occurred. Please contact support.","path":["upsertBucket"]}],"data":{"upsertBucket":null}}
2024-03-10 07:31:49,558 INFO    SenderThread:77250 [dir_watcher.py:__init__():211] watching files in: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files
2024-03-10 07:31:49,558 INFO    SenderThread:77250 [sender.py:_start_run_threads():1136] run started: o0lj2kiv with start time 1710055907.852388
2024-03-10 07:31:49,562 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: check_version
2024-03-10 07:31:49,563 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: check_version
2024-03-10 07:31:49,611 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: run_start
2024-03-10 07:31:49,616 DEBUG   HandlerThread:77250 [system_info.py:__init__():27] System info init
2024-03-10 07:31:49,616 DEBUG   HandlerThread:77250 [system_info.py:__init__():42] System info init done
2024-03-10 07:31:49,616 INFO    HandlerThread:77250 [system_monitor.py:start():194] Starting system monitor
2024-03-10 07:31:49,616 INFO    SystemMonitor:77250 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-10 07:31:49,616 INFO    HandlerThread:77250 [system_monitor.py:probe():214] Collecting system info
2024-03-10 07:31:49,616 DEBUG   HandlerThread:77250 [system_info.py:probe():151] Probing system
2024-03-10 07:31:49,616 INFO    SystemMonitor:77250 [interfaces.py:start():190] Started cpu monitoring
2024-03-10 07:31:49,617 INFO    SystemMonitor:77250 [interfaces.py:start():190] Started disk monitoring
2024-03-10 07:31:49,618 INFO    SystemMonitor:77250 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-10 07:31:49,620 INFO    SystemMonitor:77250 [interfaces.py:start():190] Started memory monitoring
2024-03-10 07:31:49,620 INFO    SystemMonitor:77250 [interfaces.py:start():190] Started network monitoring
2024-03-10 07:31:49,624 DEBUG   HandlerThread:77250 [system_info.py:_probe_git():136] Probing git
2024-03-10 07:31:49,640 DEBUG   HandlerThread:77250 [system_info.py:_probe_git():144] Probing git done
2024-03-10 07:31:49,641 DEBUG   HandlerThread:77250 [system_info.py:probe():199] Probing system done
2024-03-10 07:31:49,641 DEBUG   HandlerThread:77250 [system_monitor.py:probe():223] {'os': 'macOS-14.2-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-10T07:31:49.616941', 'startedAt': '2024-03-10T07:31:47.847821', 'docker': None, 'cuda': None, 'args': ('--client_number=Eastern Asia', '--config_file=config.json'), 'state': 'running', 'program': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/client.py', 'codePathLocal': 'client.py', 'codePath': 'Model_training/3_clusters/client.py', 'git': {'remote': 'https://github.com/Yunbo-max/PFL_Optimiozation.git', 'commit': '406fded0406405b436908435d22a52c9b01b0299'}, 'email': '82950147+Yunbo-max@users.noreply.github.com', 'root': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation', 'host': 'dhcp-10-249-98-185.eduroam.wireless.private.cam.ac.uk', 'username': 'yunbo', 'executable': '/Users/yunbo/anaconda3/envs/basic/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 159.15348052978516}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-10 07:31:49,641 INFO    HandlerThread:77250 [system_monitor.py:probe():224] Finished collecting system info
2024-03-10 07:31:49,641 INFO    HandlerThread:77250 [system_monitor.py:probe():227] Publishing system info
2024-03-10 07:31:49,641 DEBUG   HandlerThread:77250 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-10 07:31:50,562 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/conda-environment.yaml
2024-03-10 07:31:54,582 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/conda-environment.yaml
2024-03-10 07:31:54,685 DEBUG   HandlerThread:77250 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-10 07:31:54,685 INFO    HandlerThread:77250 [system_monitor.py:probe():229] Finished publishing system info
2024-03-10 07:31:54,690 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 07:31:54,691 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: keepalive
2024-03-10 07:31:54,691 DEBUG   SenderThread:77250 [sender.py:send():382] send: files
2024-03-10 07:31:54,691 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-10 07:31:54,696 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: python_packages
2024-03-10 07:31:54,696 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: stop_status
2024-03-10 07:31:54,697 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: python_packages
2024-03-10 07:31:54,697 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: stop_status
2024-03-10 07:31:54,698 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-10 07:31:54,938 DEBUG   SenderThread:77250 [sender.py:send():382] send: telemetry
2024-03-10 07:31:55,176 INFO    wandb-upload_0:77250 [upload_job.py:push():131] Uploaded file /var/folders/_y/0xw7_0ss0s3f4kfhj9xl96zw0000gn/T/tmppym__u3gwandb/qptcp196-wandb-metadata.json
2024-03-10 07:31:55,587 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/output.log
2024-03-10 07:31:55,587 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/wandb-metadata.json
2024-03-10 07:31:55,587 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/requirements.txt
2024-03-10 07:31:55,850 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:55,850 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:55,851 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:55,851 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:56,120 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:56,121 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:56,122 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:56,122 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:56,592 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/wandb-summary.json
2024-03-10 07:31:56,887 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:56,887 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:56,887 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:56,888 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:57,126 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:57,127 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:57,127 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:57,127 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:57,594 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/output.log
2024-03-10 07:31:57,594 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/wandb-summary.json
2024-03-10 07:31:57,861 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:57,862 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:57,862 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:57,863 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:58,102 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:58,104 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:58,104 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:58,104 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:58,599 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/wandb-summary.json
2024-03-10 07:31:58,645 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: status_report
2024-03-10 07:31:58,868 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:58,868 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:58,868 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:58,868 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:59,087 DEBUG   HandlerThread:77250 [handler.py:handle_request():146] handle_request: partial_history
2024-03-10 07:31:59,088 DEBUG   SenderThread:77250 [sender.py:send():382] send: history
2024-03-10 07:31:59,088 DEBUG   SenderThread:77250 [sender.py:send_request():409] send_request: summary_record
2024-03-10 07:31:59,088 INFO    SenderThread:77250 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-10 07:31:59,602 INFO    Thread-13 :77250 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/3_clusters/wandb/run-20240310_073147-o0lj2kiv/files/output.log
