2024-03-09 09:50:33,399 INFO    StreamThr :19878 [internal.py:wandb_internal():86] W&B internal server running at pid: 19878, started at: 2024-03-09 09:50:33.399282
2024-03-09 09:50:33,400 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: status
2024-03-09 09:50:33,403 INFO    WriterThread:19878 [datastore.py:open_for_write():87] open: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/wandb/run-20240309_095033-gcs9llef/run-gcs9llef.wandb
2024-03-09 09:50:33,404 DEBUG   SenderThread:19878 [sender.py:send():382] send: header
2024-03-09 09:50:33,427 DEBUG   SenderThread:19878 [sender.py:send():382] send: run
2024-03-09 09:50:33,807 INFO    SenderThread:19878 [dir_watcher.py:__init__():211] watching files in: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/wandb/run-20240309_095033-gcs9llef/files
2024-03-09 09:50:33,807 INFO    SenderThread:19878 [sender.py:_start_run_threads():1136] run started: gcs9llef with start time 1709977833.398996
2024-03-09 09:50:33,813 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: check_version
2024-03-09 09:50:33,813 DEBUG   SenderThread:19878 [sender.py:send_request():409] send_request: check_version
2024-03-09 09:50:33,875 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: run_start
2024-03-09 09:50:33,879 DEBUG   HandlerThread:19878 [system_info.py:__init__():27] System info init
2024-03-09 09:50:33,880 DEBUG   HandlerThread:19878 [system_info.py:__init__():42] System info init done
2024-03-09 09:50:33,880 INFO    HandlerThread:19878 [system_monitor.py:start():194] Starting system monitor
2024-03-09 09:50:33,880 INFO    SystemMonitor:19878 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-09 09:50:33,881 INFO    HandlerThread:19878 [system_monitor.py:probe():214] Collecting system info
2024-03-09 09:50:33,881 DEBUG   HandlerThread:19878 [system_info.py:probe():151] Probing system
2024-03-09 09:50:33,882 INFO    SystemMonitor:19878 [interfaces.py:start():190] Started cpu monitoring
2024-03-09 09:50:33,885 INFO    SystemMonitor:19878 [interfaces.py:start():190] Started disk monitoring
2024-03-09 09:50:33,885 INFO    SystemMonitor:19878 [interfaces.py:start():190] Started gpuapple monitoring
2024-03-09 09:50:33,888 INFO    SystemMonitor:19878 [interfaces.py:start():190] Started memory monitoring
2024-03-09 09:50:33,888 INFO    SystemMonitor:19878 [interfaces.py:start():190] Started network monitoring
2024-03-09 09:50:33,893 DEBUG   HandlerThread:19878 [system_info.py:_probe_git():136] Probing git
2024-03-09 09:50:33,919 DEBUG   HandlerThread:19878 [system_info.py:_probe_git():144] Probing git done
2024-03-09 09:50:33,920 DEBUG   HandlerThread:19878 [system_info.py:probe():199] Probing system done
2024-03-09 09:50:33,920 DEBUG   HandlerThread:19878 [system_monitor.py:probe():223] {'os': 'macOS-14.2-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-03-09T09:50:33.881884', 'startedAt': '2024-03-09T09:50:33.392882', 'docker': None, 'cuda': None, 'args': ('--client_number=Southeast Asia', '--config_file=config.json'), 'state': 'running', 'program': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/client.py', 'codePathLocal': 'client.py', 'codePath': 'Model_training/client.py', 'git': {'remote': 'https://github.com/Yunbo-max/PFL_Optimiozation.git', 'commit': '406fded0406405b436908435d22a52c9b01b0299'}, 'email': '82950147+Yunbo-max@users.noreply.github.com', 'root': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation', 'host': 'dhcp-10-249-98-76.eduroam.wireless.private.cam.ac.uk', 'username': 'yunbo', 'executable': '/Users/yunbo/anaconda3/envs/basic/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 157.30654907226562}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-03-09 09:50:33,921 INFO    HandlerThread:19878 [system_monitor.py:probe():224] Finished collecting system info
2024-03-09 09:50:33,921 INFO    HandlerThread:19878 [system_monitor.py:probe():227] Publishing system info
2024-03-09 09:50:33,921 DEBUG   HandlerThread:19878 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-03-09 09:50:34,814 INFO    Thread-13 :19878 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/wandb/run-20240309_095033-gcs9llef/files/conda-environment.yaml
2024-03-09 09:50:40,833 INFO    Thread-13 :19878 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/wandb/run-20240309_095033-gcs9llef/files/conda-environment.yaml
2024-03-09 09:50:40,842 DEBUG   HandlerThread:19878 [system_info.py:_save_conda():220] Saving conda packages done
2024-03-09 09:50:40,843 INFO    HandlerThread:19878 [system_monitor.py:probe():229] Finished publishing system info
2024-03-09 09:50:40,849 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: status_report
2024-03-09 09:50:40,849 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: keepalive
2024-03-09 09:50:40,850 DEBUG   SenderThread:19878 [sender.py:send():382] send: files
2024-03-09 09:50:40,850 INFO    SenderThread:19878 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-09 09:50:40,856 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: python_packages
2024-03-09 09:50:40,856 DEBUG   SenderThread:19878 [sender.py:send_request():409] send_request: python_packages
2024-03-09 09:50:40,857 DEBUG   SenderThread:19878 [sender.py:send():382] send: telemetry
2024-03-09 09:50:40,857 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: stop_status
2024-03-09 09:50:40,857 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-09 09:50:40,857 DEBUG   SenderThread:19878 [sender.py:send_request():409] send_request: stop_status
2024-03-09 09:50:41,067 DEBUG   SenderThread:19878 [sender.py:send():382] send: exit
2024-03-09 09:50:41,067 INFO    SenderThread:19878 [sender.py:send_exit():589] handling exit code: 1
2024-03-09 09:50:41,067 INFO    SenderThread:19878 [sender.py:send_exit():591] handling runtime: 6
2024-03-09 09:50:41,068 INFO    SenderThread:19878 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-09 09:50:41,068 INFO    SenderThread:19878 [sender.py:send_exit():597] send defer
2024-03-09 09:50:41,068 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: defer
2024-03-09 09:50:41,068 INFO    HandlerThread:19878 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-09 09:50:41,068 DEBUG   SenderThread:19878 [sender.py:send_request():409] send_request: defer
2024-03-09 09:50:41,068 INFO    SenderThread:19878 [sender.py:send_request_defer():613] handle sender defer: 0
2024-03-09 09:50:41,068 INFO    SenderThread:19878 [sender.py:transition_state():617] send defer: 1
2024-03-09 09:50:41,068 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: defer
2024-03-09 09:50:41,068 INFO    HandlerThread:19878 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-09 09:50:41,068 DEBUG   SenderThread:19878 [sender.py:send_request():409] send_request: defer
2024-03-09 09:50:41,068 INFO    SenderThread:19878 [sender.py:send_request_defer():613] handle sender defer: 1
2024-03-09 09:50:41,068 INFO    SenderThread:19878 [sender.py:transition_state():617] send defer: 2
2024-03-09 09:50:41,068 DEBUG   HandlerThread:19878 [handler.py:handle_request():146] handle_request: defer
2024-03-09 09:50:41,068 INFO    HandlerThread:19878 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-09 09:50:41,068 INFO    HandlerThread:19878 [system_monitor.py:finish():203] Stopping system monitor
2024-03-09 09:50:41,069 DEBUG   SystemMonitor:19878 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-09 09:50:41,069 DEBUG   SystemMonitor:19878 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-09 09:50:41,069 INFO    HandlerThread:19878 [interfaces.py:finish():202] Joined cpu monitor
