2024-10-02 00:15:51,860 INFO    StreamThr :10664 [internal.py:wandb_internal():86] W&B internal server running at pid: 10664, started at: 2024-10-02 00:15:51.859922
2024-10-02 00:15:51,861 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: status
2024-10-02 00:15:51,863 INFO    WriterThread:10664 [datastore.py:open_for_write():87] open: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/wandb/run-20241002_001551-hqvveqwu/run-hqvveqwu.wandb
2024-10-02 00:15:51,863 DEBUG   SenderThread:10664 [sender.py:send():382] send: header
2024-10-02 00:15:51,887 DEBUG   SenderThread:10664 [sender.py:send():382] send: run
2024-10-02 00:15:52,478 INFO    SenderThread:10664 [dir_watcher.py:__init__():211] watching files in: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/wandb/run-20241002_001551-hqvveqwu/files
2024-10-02 00:15:52,478 INFO    SenderThread:10664 [sender.py:_start_run_threads():1136] run started: hqvveqwu with start time 1727824551.860103
2024-10-02 00:15:52,484 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: check_version
2024-10-02 00:15:52,484 DEBUG   SenderThread:10664 [sender.py:send_request():409] send_request: check_version
2024-10-02 00:15:52,548 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: run_start
2024-10-02 00:15:52,555 DEBUG   HandlerThread:10664 [system_info.py:__init__():27] System info init
2024-10-02 00:15:52,555 DEBUG   HandlerThread:10664 [system_info.py:__init__():42] System info init done
2024-10-02 00:15:52,555 INFO    HandlerThread:10664 [system_monitor.py:start():194] Starting system monitor
2024-10-02 00:15:52,555 INFO    SystemMonitor:10664 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-10-02 00:15:52,555 INFO    HandlerThread:10664 [system_monitor.py:probe():214] Collecting system info
2024-10-02 00:15:52,556 DEBUG   HandlerThread:10664 [system_info.py:probe():151] Probing system
2024-10-02 00:15:52,556 INFO    SystemMonitor:10664 [interfaces.py:start():190] Started cpu monitoring
2024-10-02 00:15:52,556 INFO    SystemMonitor:10664 [interfaces.py:start():190] Started disk monitoring
2024-10-02 00:15:52,558 INFO    SystemMonitor:10664 [interfaces.py:start():190] Started gpuapple monitoring
2024-10-02 00:15:52,559 INFO    SystemMonitor:10664 [interfaces.py:start():190] Started memory monitoring
2024-10-02 00:15:52,561 INFO    SystemMonitor:10664 [interfaces.py:start():190] Started network monitoring
2024-10-02 00:15:52,564 DEBUG   HandlerThread:10664 [system_info.py:_probe_git():136] Probing git
2024-10-02 00:15:52,585 DEBUG   HandlerThread:10664 [system_info.py:_probe_git():144] Probing git done
2024-10-02 00:15:52,585 DEBUG   HandlerThread:10664 [system_info.py:probe():199] Probing system done
2024-10-02 00:15:52,585 DEBUG   HandlerThread:10664 [system_monitor.py:probe():223] {'os': 'macOS-14.2-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-10-01T23:15:52.556568', 'startedAt': '2024-10-01T23:15:51.853548', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation/Local_learning/Transformer_local.py', 'codePathLocal': 'Local_learning/Transformer_local.py', 'codePath': 'Local_learning/Transformer_local.py', 'git': {'remote': 'https://github.com/Yunbo-max/PFL_Optimiozation.git', 'commit': '65f944b7eb38ecac440901e43dd06ac607b0394a'}, 'email': '82950147+Yunbo-max@users.noreply.github.com', 'root': '/Users/yunbo/Documents/GitHub/PFL_Optimiozation', 'host': 'yunbos-MBP.lan', 'username': 'yunbo', 'executable': '/Users/yunbo/anaconda3/envs/basic/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 288.69287872314453}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-10-02 00:15:52,585 INFO    HandlerThread:10664 [system_monitor.py:probe():224] Finished collecting system info
2024-10-02 00:15:52,585 INFO    HandlerThread:10664 [system_monitor.py:probe():227] Publishing system info
2024-10-02 00:15:52,585 DEBUG   HandlerThread:10664 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-10-02 00:15:53,484 INFO    Thread-13 :10664 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/yunbo/Documents/GitHub/PFL_Optimiozation/wandb/run-20241002_001551-hqvveqwu/files/conda-environment.yaml
2024-10-02 00:16:02,264 DEBUG   HandlerThread:10664 [system_info.py:_save_conda():220] Saving conda packages done
2024-10-02 00:16:02,265 INFO    HandlerThread:10664 [system_monitor.py:probe():229] Finished publishing system info
2024-10-02 00:16:02,277 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: status_report
2024-10-02 00:16:02,277 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: keepalive
2024-10-02 00:16:02,277 DEBUG   SenderThread:10664 [sender.py:send():382] send: files
2024-10-02 00:16:02,277 INFO    SenderThread:10664 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-10-02 00:16:02,290 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: python_packages
2024-10-02 00:16:02,290 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: stop_status
2024-10-02 00:16:02,290 DEBUG   HandlerThread:10664 [handler.py:handle_request():146] handle_request: internal_messages
